Brand,model,Age,kmDriven,Transmission,Owner,FuelType,AskPrice,km_per_year,post_year,post_month
Renault,Duster,8.0,130000,Manual,second,Diesel,38.11886877784318,16250.0,2026,11
Volvo,Xc 90,9.0,125000,Automatic,second,Diesel,35.816283721216024,13889.0,2026,11
Tata,Tiago,6.0,30000,Automatic,first,Petrol,35.87680633925658,5000.0,2026,11
Audi,A6,9.0,78561,Automatic,first,Diesel,35.87685510348769,8729.0,2026,11
Honda,City,8.0,63000,Manual,second,Petrol,38.17948579797829,7875.0,2026,11
Honda,Amaze,8.0,65000,Manual,first,Petrol,35.814543961224196,8125.0,2026,11
Volkswagen,Polo Gti,9.0,102000,Automatic,second,Petrol,35.81454676432293,11333.0,2026,11
Maruti Suzuki,Swift,2.0,35000,Automatic,first,Petrol,35.876856341158785,17500.0,2026,10
Volkswagen,Virtus,2.0,50000,Automatic,first,Petrol,38.11713050216413,25000.0,2026,10
Maruti Suzuki,A-Star,11.0,60000,Automatic,second,Petrol,35.81454540916868,5455.0,2026,11
BMW,5 Series,10.0,72000,Automatic,second,Diesel,38.11882150226666,7200.0,2026,11
Mini,Cooper S,11.0,53000,Automatic,second,Petrol,37.97955062817409,4818.0,2026,11
Toyota,Etios Liva,6.0,74000,Manual,second,Diesel,35.814545409169696,12333.0,2026,11
MG,Hector,1.0,29000,Automatic,first,Petrol,35.876856409134156,25624.5,2026,11
Mercedes-Benz,Cla,8.0,20800,Automatic,second,Petrol,35.8768551380479,2600.0,2026,11
Hyundai,I20,7.0,95000,Manual,second,Petrol,38.118868777843126,13571.0,2026,10
Mahindra,Thar,3.0,13000,Automatic,first,Diesel,35.8768551380479,4333.0,2026,11
Mahindra,Xuv700,1.0,4000,Manual,first,Petrol,35.87511026368099,4000.0,2026,10
Maruti Suzuki,Baleno,3.0,57000,Automatic,second,Petrol,38.117177678512085,19000.0,2026,11
Mahindra,Alturas G4,2.0,25000,Automatic,first,Diesel,38.11886877883426,12500.0,2026,11
Mahindra,Scorpio,7.0,92000,Manual,first,Diesel,38.11717907094796,13143.0,2026,11
MG,Astor,3.0,12110,Automatic,first,Petrol,38.11712905425192,4037.0,2026,11
Hyundai,New I20,2.0,13162,Automatic,first,Petrol,35.875111587708794,6581.0,2026,11
Toyota,Etios Liva,7.0,168500,Manual,first,Petrol,38.11886877784318,24071.0,2026,11
Maruti Suzuki,Alto 800,8.0,168500,Manual,second,Petrol,35.8162849559037,21062.0,2026,11
Audi,A6,11.0,110000,Automatic,second,Diesel,38.179485831323106,10000.0,2026,11
Hyundai,Elite I20,7.0,52355,Manual,first,Petrol,35.814593978945155,7479.0,2026,11
Hyundai,I10,11.0,40595,Automatic,second,Petrol,35.878531269261885,3690.0,2026,11
Mahindra,Thar,3.0,41000,Manual,second,Diesel,35.81454676432396,13667.0,2026,11
Maruti Suzuki,Omni,10.0,77500,Automatic,second,Petrol,35.876856375787646,7750.0,2026,11
Maruti Suzuki,Swift-Dzire,6.0,55000,Manual,first,Petrol,35.8768563747935,9167.0,2026,11
Hyundai,I10,11.0,80000,Automatic,second,Petrol,38.11713053999912,7273.0,2026,11
Land Rover,Defender,0.0,7000,Automatic,first,Petrol,38.11886877883426,9622.0,2026,11
BMW,5 Series,8.0,47000,Automatic,second,Diesel,38.11886877883426,5875.0,2026,11
Mercedes-Benz,Gla Class,8.0,71000,Automatic,second,Petrol,35.81628372033975,8875.0,2026,11
Hyundai,Santro Xing,17.0,65000,Manual,second,Petrol,38.117131891813926,3824.0,2026,11
Toyota,Innova Crysta,5.0,69000,Automatic,first,Diesel,38.11886877883426,13800.0,2026,11
Maruti Suzuki,Ertiga,5.0,90000,Manual,first,Diesel,38.11527482856351,18000.0,2026,11
Fiat,Linea,15.0,79742,Manual,second,Petrol,38.11713185731602,5316.0,2026,11
Audi,Q3,7.0,45000,Automatic,second,Diesel,38.05067879440584,6429.0,2026,10
Toyota,Innova Crysta,2.0,80000,Automatic,first,Diesel,38.11886877883426,25624.5,2026,11
Toyota,Etios,12.0,51000,Automatic,second,Petrol,35.81454540916854,4250.0,2026,11
BMW,3 Series Gt,5.0,168500,Automatic,first,Diesel,38.11886877883426,25624.5,2026,11
Aston Martin,Vanquish,8.0,168500,Automatic,first,Petrol,38.11886877883426,21062.0,2026,11
Mercedes-Benz,C-Class,9.0,58000,Automatic,first,Diesel,35.87690070495861,6444.0,2026,11
Toyota,Fortuner,0.0,2596,Manual,first,Diesel,38.11886877883426,9622.0,2026,11
Mahindra,Thar,1.0,24500,Automatic,first,Petrol,38.117130539972806,24500.0,2026,11
Honda,City,3.0,125000,Manual,first,Diesel,35.816283721216024,25624.5,2026,11
Maruti Suzuki,Ciaz,7.0,168500,Automatic,second,Petrol,38.17948579797829,24071.0,2026,11
Toyota,Innova Crysta,5.0,118000,Automatic,second,Diesel,38.117131892808,23600.0,2026,11
BMW,5 Series,7.0,75000,Automatic,first,Diesel,38.11886877883426,10714.0,2026,9
Mahindra,Bolero,7.0,105000,Manual,second,Diesel,35.816329243817435,15000.0,2026,11
Maruti Suzuki,Maruti-Suzuki-Brezza,3.0,35000,Manual,first,Petrol,35.8145454469783,11667.0,2026,11
Audi,A8 L,7.0,168500,Automatic,first,Diesel,38.11886877883426,24071.0,2026,5
Kia,Seltos,2.0,30891,Automatic,first,Diesel,35.87685513804798,15446.0,2026,11
Hyundai,Alcazar,1.0,2500,Automatic,first,Petrol,35.81454544594989,2500.0,2026,11
Maruti Suzuki,Swift,5.0,32000,Manual,second,Petrol,35.814546764323154,6400.0,2026,11
Mahindra,Thar,3.0,168500,Manual,first,Diesel,35.7480398326173,25624.5,2026,11
Volvo,V40 Cross Country,8.0,75000,Automatic,first,Petrol,35.81459262244901,9375.0,2026,11
MG,Hector,5.0,71000,Manual,first,Diesel,38.115325301885896,14200.0,2026,11
BMW,3 Series Gt,9.0,61000,Automatic,second,Diesel,35.81454676528722,6778.0,2026,11
Audi,A6,13.0,51000,Automatic,second,Petrol,35.8145467643239,3923.0,2026,11
Maruti Suzuki,Alto-K10,9.0,75000,Automatic,second,Petrol,35.878531269261885,8333.0,2026,11
Hyundai,Elite I20,6.0,39500,Manual,first,Petrol,35.81454540916927,6583.0,2026,10
Renault,Captur,6.0,120000,Manual,first,Diesel,35.81268969643838,20000.0,2026,11
Toyota,Innova,8.0,69000,Manual,second,Diesel,35.8784440344658,8625.0,2026,11
Volkswagen,Polo,9.0,65000,Manual,first,Petrol,35.8145939434569,7222.0,2026,11
Volkswagen,Passat,12.0,68900,Automatic,second,Diesel,35.812688287127116,5742.0,2026,11
Mercedes-Benz,E-Class,7.0,68000,Automatic,first,Diesel,38.11886877883426,9714.0,2026,11
Ford,Ecosport,9.0,80000,Automatic,second,Petrol,35.81454676432296,8889.0,2026,11
Maruti Suzuki,Alto-K10,5.0,62000,Manual,first,Petrol,35.81454396125657,12400.0,2026,11
Hyundai,Venue,2.0,55000,Manual,first,Diesel,35.87685510249631,25624.5,2026,11
Volkswagen,Polo,9.0,60000,Manual,second,Petrol,35.876855102495426,6667.0,2026,11
Toyota,Innova Crysta,7.0,34000,Manual,first,Diesel,33.5119603161761,4857.0,2026,11
Jeep,Compass,7.0,49000,Automatic,first,Petrol,38.11717903645195,7000.0,2026,11
Hyundai,I20,8.0,36000,Manual,second,Petrol,35.81454676432293,4500.0,2026,11
Mahindra,Kuv 100,8.0,85000,Manual,second,Diesel,35.876855102495085,10625.0,2026,11
Mahindra,Bolero Neo,1.0,35000,Automatic,second,Diesel,38.11717907094796,25624.5,2026,11
Honda,Amaze,9.0,160000,Manual,second,Diesel,35.8784440678926,17778.0,2026,11
Maruti Suzuki,Swift,14.0,141000,Manual,second,Diesel,35.814593905539844,10071.0,2026,11
Land Rover,Range Rover,12.0,23100,Automatic,second,Diesel,38.11886877883426,1925.0,2026,9
Hyundai,Verna,10.0,100000,Manual,first,Petrol,38.118870048925565,10000.0,2026,11
Hyundai,Elantra,8.0,88000,Manual,second,Diesel,35.8784440344658,11000.0,2026,11
Porsche,Macan,1.0,51000,Automatic,first,Petrol,38.11886877883426,25624.5,2026,11
Maruti Suzuki,Ciaz,7.0,76000,Manual,second,Petrol,35.81628372033859,10857.0,2026,11
BMW,X3,5.0,50000,Automatic,second,Diesel,38.11886877883426,10000.0,2026,11
Mercedes-Benz,M-Class,10.0,48000,Automatic,first,Diesel,35.81454676432411,4800.0,2026,11
Mahindra,Xuv700,0.0,16666,Automatic,first,Diesel,38.11886877883426,9622.0,2026,11
Skoda,Kushaq,2.0,38917,Manual,first,Petrol,35.87689946476953,19458.0,2026,11
Maruti Suzuki,Baleno,8.0,55000,Automatic,first,Petrol,33.51196031614507,6875.0,2026,10
Audi,A3,9.0,42000,Automatic,second,Diesel,38.11717907094796,4667.0,2026,11
Nissan,Terrano,9.0,84000,Manual,second,Diesel,35.748095149676104,9333.0,2026,11
Hyundai,Elantra,10.0,120000,Automatic,second,Diesel,35.814545447006346,12000.0,2026,11
Maruti Suzuki,Ertiga,2.0,8638,Manual,first,Petrol,38.179485831323106,4319.0,2026,11
Maruti Suzuki,Swift Dzire,11.0,62000,Manual,second,Petrol,35.816284955930676,5636.0,2026,11
Maruti Suzuki,Swift Dzire,11.0,168500,Manual,second,Petrol,35.816284955930676,15318.0,2026,11
Honda,Amaze,10.0,86131,Manual,second,Diesel,38.117131819401834,8613.0,2026,11
Maruti Suzuki,Swift,3.0,29000,Automatic,first,Petrol,35.81628372033899,9667.0,2026,10
MG,Astor,0.0,260,Manual,first,Petrol,35.814595179974674,9622.0,2026,11
Hyundai,Verna,1.0,15120,Automatic,first,Petrol,35.87511026368074,15120.0,2026,11
Tata,Altroz,3.0,168500,Manual,second,Petrol,35.81454544700632,25624.5,2026,11
MG,Hector Plus,2.0,11000,Automatic,first,Petrol,33.57431561199111,5500.0,2026,11
Maruti Suzuki,Ciaz,7.0,63000,Manual,first,Petrol,35.749951303079406,9000.0,2026,10
Skoda,Rapid,3.0,41189,Automatic,first,Petrol,35.87689946476953,13730.0,2026,10
Mahindra,Scorpio-N,2.0,20000,Manual,first,Diesel,35.8163292438183,10000.0,2026,11
Mercedes-Benz,C-Class,13.0,64000,Automatic,second,Diesel,35.875111587708794,4923.0,2026,11
Kia,Seltos,4.0,62500,Manual,first,Diesel,35.814545409139484,15625.0,2026,11
Toyota,Innova,12.0,121000,Manual,first,Diesel,35.87848845685356,10083.0,2026,10
Maruti Suzuki,Swift,6.0,38000,Manual,second,Petrol,35.81628372033859,6333.0,2026,11
Mahindra,Thar,3.0,30000,Automatic,first,Diesel,35.814591170109175,10000.0,2026,11
Maruti Suzuki,Swift-Dzire-Tour,14.0,130000,Manual,second,Diesel,35.81454540916854,9286.0,2026,11
Maruti Suzuki,Wagon-R,3.0,71000,Manual,first,Petrol,35.81454544700621,23667.0,2026,11
Hyundai,Creta,1.0,4800,Automatic,second,Diesel,38.11891433678738,4800.0,2026,11
Maruti Suzuki,Baleno,7.0,59000,Manual,first,Petrol,35.816283684849,8429.0,2026,11
Honda,City,13.0,75875,Automatic,second,Petrol,38.117179071938736,5837.0,2026,11
Kia,Seltos,4.0,109000,Manual,first,Diesel,35.875111587708794,25624.5,2026,11
Mercedes-Benz,E-Class,17.5,92000,Automatic,second,Diesel,35.748095149676104,5257.0,2026,11
Jaguar,Xf,10.0,41000,Automatic,second,Diesel,38.11886877883426,4100.0,2026,11
Maruti Suzuki,Xl6,2.0,76000,Manual,first,Petrol,35.74809370253922,25624.5,2026,11
Mini,Cooper 3 Door,4.0,120000,Automatic,first,Petrol,38.11886877883426,25624.5,2026,11
Hyundai,Verna,8.0,81982,Automatic,first,Diesel,35.87690070495764,10248.0,2026,11
Mahindra,Xylo,14.0,168500,Manual,first,Diesel,35.876900703989484,12036.0,2026,11
Mahindra,Scorpio,7.0,59000,Manual,first,Diesel,35.814545409169696,8429.0,2026,11
Mercedes-Benz,S-Class,6.0,39000,Automatic,second,Diesel,38.11886877883426,6500.0,2026,11
Maruti Suzuki,Ertiga,3.0,168500,Automatic,first,Petrol,35.81454540916998,25624.5,2026,11
Maruti Suzuki,Swift,0.0,6000,Automatic,first,Petrol,38.179485831323106,9622.0,2026,11
BMW,3 Series,8.0,53000,Automatic,second,Diesel,35.81454540917015,6625.0,2026,11
BMW,3 Series Gt,10.0,99000,Automatic,second,Diesel,35.87689942907267,9900.0,2026,10
Mercedes-Benz,E-Class,12.0,73595,Automatic,second,Petrol,35.81449355284567,6133.0,2026,10
Hyundai,Grand I10,6.0,51000,Manual,first,Petrol,35.81454544700621,8500.0,2026,11
Hyundai,Verna,6.0,57546,Automatic,first,Petrol,38.17948579795187,9591.0,2026,11
Mercedes-Benz,C-Class,8.0,96000,Automatic,second,Diesel,35.81454676432434,12000.0,2026,10
BMW,6 Series Gt,6.0,21000,Automatic,second,Petrol,38.11886877883426,3500.0,2026,11
Maruti Suzuki,Swift,6.0,48000,Automatic,second,Petrol,35.81454544700632,8000.0,2026,11
Volkswagen,Ventotest,13.0,22000,Manual,first,Petrol,35.816329211430485,1692.0,2026,11
Toyota,Fortuner,3.0,40000,Automatic,first,Diesel,38.11886877883426,13333.0,2026,11
Maruti Suzuki,Xl6,3.0,22864,Automatic,first,Petrol,35.87690070498474,7621.0,2026,11
Maruti Suzuki,Vitara-Brezza,7.0,64000,Manual,first,Diesel,38.17944015637039,9143.0,2026,11
Hyundai,Grand I10,11.0,88000,Manual,first,Diesel,35.814543961224196,8000.0,2026,11
Ford,Figo,13.0,30000,Manual,second,Petrol,35.812688246613696,2308.0,2026,11
Hyundai,Grand I10 Nios,4.0,33145,Manual,first,Petrol,38.17948579797829,8286.0,2026,10
Skoda,Rapid,13.0,60000,Manual,first,Petrol,38.17944023197044,4615.0,2026,11
Mercedes-Benz,Cla,8.0,20800,Automatic,second,Petrol,35.8768551380479,2600.0,2026,11
Jeep,Compass,7.0,61000,Manual,second,Diesel,38.179485831323106,8714.0,2026,11
Maruti Suzuki,Ertiga,10.0,120000,Automatic,second,Diesel,35.87685510249535,12000.0,2026,11
Mahindra,Xuv500,8.0,87000,Manual,first,Diesel,38.11717907094796,10875.0,2026,11
Hyundai,Venue,2.0,38000,Manual,first,Petrol,38.1188687788336,19000.0,2026,10
Jeep,Compass,7.0,55000,Automatic,second,Petrol,35.81628488217241,7857.0,2026,11
Hyundai,Creta,5.0,35000,Manual,first,Diesel,38.11717907193989,7000.0,2026,11
Honda,City,13.0,82000,Automatic,second,Petrol,35.81454540916868,6308.0,2026,11
Toyota,Innova Crysta,5.0,65000,Automatic,first,Diesel,35.87685510249641,13000.0,2026,11
Renault,Duster,9.0,90000,Manual,first,Diesel,35.814546764323154,10000.0,2026,10
Mercedes-Benz,E-Class,4.0,49000,Automatic,first,Petrol,38.11886877883426,12250.0,2026,11
Mercedes-Benz,S-Class,5.0,168500,Automatic,second,Diesel,38.11886877883426,25624.5,2026,11
Honda,City,1.0,9500,Automatic,first,Petrol,35.81459258551875,9500.0,2026,11
Renault,Duster,11.0,86250,Manual,first,Diesel,35.81459397987322,7841.0,2026,11
Honda,City Zx,0.0,69000,Automatic,first,Petrol,35.87511026368074,9622.0,2026,11
Toyota,Innova Crysta,8.0,168500,Manual,first,Diesel,35.814493552846514,21062.0,2026,11
Volkswagen,Ameo,7.0,80000,Manual,first,Diesel,35.81454544700621,11429.0,2026,9
Hyundai,Creta,3.0,96000,Automatic,first,Diesel,35.8768551380479,25624.5,2026,11
BMW,7 Series,8.0,40000,Automatic,first,Diesel,35.81623508649671,5000.0,2026,11
Maruti Suzuki,Xl6,5.0,65000,Manual,first,Petrol,35.81459394444761,13000.0,2026,11
Maruti Suzuki,Swift,14.0,29000,Manual,first,Petrol,38.0507306633644,2071.0,2026,11
Hyundai,I10,11.0,40000,Automatic,second,Petrol,35.81454540804057,3636.0,2026,11
Mahindra,Scorpio,14.0,65000,Manual,second,Diesel,35.81459397987322,4643.0,2026,11
Maruti Suzuki,Celerio,6.0,38000,Automatic,second,Petrol,35.876856409107674,6333.0,2026,11
Maruti Suzuki,Wagon-R,9.0,66000,Automatic,second,Petrol,35.81454540916854,7333.0,2026,11
Maruti Suzuki,Ciaz,5.0,29000,Manual,first,Petrol,35.814545409169696,5800.0,2026,8
Toyota,Fortuner,8.0,90000,Manual,second,Diesel,35.876855102496485,11250.0,2026,11
Toyota,Innova Hycross,1.0,14100,Automatic,first,Petrol,38.11886877883426,14100.0,2026,11
Hyundai,Creta,9.0,88000,Manual,second,Diesel,35.749951303079406,9778.0,2026,10
Maruti Suzuki,Swift Dzire,8.0,49000,Automatic,second,Petrol,38.11886877784318,6125.0,2026,11
Maruti Suzuki,Celerio,8.0,36000,Automatic,first,Petrol,35.87685640913281,4500.0,2026,11
Honda,Jazz,13.0,61000,Manual,second,Petrol,35.816284955930286,4692.0,2026,11
Hyundai,Grand I10,6.0,62000,Manual,second,Petrol,35.8145939434569,10333.0,2026,11
Hyundai,Creta,2.0,168500,Automatic,first,Diesel,35.814593978946384,25624.5,2026,11
Jaguar,Xf,11.0,97763,Automatic,second,Diesel,35.87511026368074,8888.0,2026,11
Mercedes-Benz,Cla,5.0,28370,Automatic,first,Diesel,33.445561835796795,5674.0,2026,10
Ford,Endeavour,8.0,86000,Automatic,first,Diesel,35.81454679981388,10750.0,2026,10
Hyundai,I10,13.0,68000,Manual,second,Petrol,35.816329210526675,5231.0,2026,11
BMW,3 Series Gt,9.0,61000,Automatic,second,Diesel,35.81454676528722,6778.0,2026,11
Ford,Ecosport,5.0,54000,Manual,first,Diesel,35.81459397894556,10800.0,2026,11
Hyundai,I20,14.0,72000,Automatic,second,Petrol,35.8784440678926,5143.0,2026,11
Renault,Triber,4.0,59000,Manual,first,Petrol,38.117130502163526,14750.0,2026,11
Hyundai,Santro Xing,15.0,168500,Manual,second,Petrol,38.11713185731598,11233.0,2026,11
Skoda,Rapid,9.0,59000,Automatic,second,Petrol,35.814545447006346,6556.0,2026,10
Hyundai,Santa Fe,8.0,64200,Automatic,first,Diesel,35.81628232782813,8025.0,2026,11
Audi,A4,9.0,53000,Automatic,second,Diesel,35.87689942907267,5889.0,2026,11
Hyundai,Santro Xing,14.0,69000,Automatic,second,Petrol,35.8126896975688,4929.0,2026,11
Audi,A6,8.0,40000,Automatic,first,Diesel,35.814545409170265,5000.0,2026,11
Maruti Suzuki,Eeco,13.0,53750,Manual,first,Petrol,33.51369862734353,4135.0,2026,11
Kia,Seltos,2.0,15000,Automatic,first,Petrol,35.81454544594989,7500.0,2026,11
Maruti Suzuki,Wagon-R,13.0,75000,Manual,second,Petrol,35.8145952478337,5769.0,2026,11
Maruti Suzuki,Omni,14.0,88000,Manual,second,Petrol,38.11713185830548,6286.0,2026,11
Audi,Q5,6.0,110000,Automatic,first,Diesel,35.81454676432434,18333.0,2026,11
BMW,5 Series,11.0,76064,Automatic,second,Diesel,35.7480398326173,6915.0,2026,11
BMW,5 Series,6.0,41000,Automatic,second,Diesel,38.11886877883426,6833.0,2026,11
Mahindra,Xuv700,2.0,6789,Automatic,first,Diesel,35.87685506448157,3394.0,2026,11
Toyota,28 Legender 4X2,3.0,63000,Automatic,first,Diesel,38.11886877883426,21000.0,2026,11
Hyundai,Creta,6.0,168500,Manual,second,Diesel,35.816283721216024,25624.5,2026,11
Hyundai,Grand I10,7.0,50523,Manual,second,Petrol,38.11713053894245,7218.0,2026,11
Mercedes-Benz,E-Class,10.0,74000,Automatic,first,Diesel,35.814545409170144,7400.0,2026,11
Volkswagen,Tiguan,6.0,52000,Automatic,first,Diesel,38.11713050216448,8667.0,2026,11
Mercedes-Benz,E-Class,2.0,25000,Automatic,first,Diesel,38.11886877883426,12500.0,2026,11
Toyota,Glanza,4.0,38000,Automatic,first,Petrol,38.11887004892515,9500.0,2026,11
Maruti Suzuki,Alto,13.0,55000,Manual,second,Petrol,35.814544001767054,4231.0,2026,11
Toyota,Innova Crysta,0.0,6110,Manual,first,Diesel,38.11886877883426,9622.0,2026,11
Toyota,Innova,10.0,130000,Manual,first,Diesel,35.876853701375005,13000.0,2026,11
Toyota,Camry,10.0,108000,Automatic,first,Petrol,35.87685510249641,10800.0,2026,11
Honda,City,6.0,58000,Manual,first,Petrol,38.11887004892515,9667.0,2026,11
Audi,A3,9.0,42000,Automatic,second,Diesel,38.11717907094796,4667.0,2026,11
Mahindra,Thar,4.0,40000,Manual,first,Diesel,38.11707868635422,10000.0,2026,11
Maruti Suzuki,Swift,3.0,168500,Manual,first,Petrol,38.11713054000058,25624.5,2026,11
Tata,Nexon,4.0,49000,Manual,first,Diesel,35.81454676432293,12250.0,2026,11
Force,Motors Fm Gurkha,1.0,9900,Manual,first,Diesel,35.87511026368074,9900.0,2026,11
Renault,Kwid,7.0,67000,Manual,second,Petrol,35.81454680074088,9571.0,2026,11
Maruti Suzuki,Swift,1.0,11000,Automatic,first,Petrol,35.74809514967646,11000.0,2026,11
Volkswagen,Polo,4.0,35000,Automatic,first,Petrol,38.177744098404126,8750.0,2026,11
Honda,City,7.0,28000,Automatic,first,Petrol,38.117177678512085,4000.0,2026,11
Maruti Suzuki,Celerio,7.0,142000,Automatic,first,Petrol,33.51201012154988,20286.0,2026,11
Mahindra,Jeep,17.5,0,Manual,second,Diesel,35.8784440678926,0.0,2026,11
Hyundai,I20,10.0,62000,Manual,first,Petrol,38.11713185731691,6200.0,2026,11
Renault,Kwid,5.0,18000,Manual,first,Petrol,35.875108769155105,3600.0,2026,11
Maruti Suzuki,Swift Dzire,9.0,168500,Manual,first,Diesel,35.81454676432293,18722.0,2026,7
Hyundai,I20,5.0,48000,Manual,first,Petrol,35.814545410196224,9600.0,2026,11
Maruti Suzuki,Alto-K10,7.0,65000,Automatic,first,Petrol,38.117131819401834,9286.0,2026,11
Toyota,Innova,10.0,130000,Manual,first,Diesel,35.876853701375005,13000.0,2026,11
Audi,Q5,10.0,57000,Automatic,first,Diesel,35.878488457877076,5700.0,2026,11
Maruti Suzuki,Ciaz,5.0,73000,Automatic,second,Petrol,35.87690070495764,14600.0,2026,11
Jaguar,Xf,10.0,78000,Automatic,first,Diesel,35.816284955904905,7800.0,2026,11
BMW,5 Series,14.0,130000,Automatic,second,Petrol,33.51196027574763,9286.0,2026,11
Hyundai,I20,12.0,74000,Manual,second,Petrol,35.81454680074088,6167.0,2026,11
Porsche,718,6.0,15000,Automatic,second,Petrol,38.11886877883426,2500.0,2026,11
Maruti Suzuki,Alto-K10,9.0,18000,Automatic,second,Petrol,35.816284955930676,2000.0,2026,11
Honda,City,11.0,85000,Automatic,second,Petrol,35.87848845685356,7727.0,2026,11
Maruti Suzuki,Celerio,7.0,67000,Automatic,second,Petrol,35.81454676432293,9571.0,2026,11
Maruti Suzuki,Alto-800,1.0,9000,Manual,first,Petrol,35.81628228616312,9000.0,2026,11
Mahindra,Scorpio,9.0,76000,Manual,second,Diesel,35.814545409169696,8444.0,2026,11
Maruti Suzuki,Swift,5.0,7000,Automatic,second,Petrol,35.814546765286494,1400.0,2026,11
Maruti Suzuki,Grand Vitara,0.0,1600,Manual,first,Petrol,35.8145467643239,9622.0,2026,11
Hyundai,Elantra,12.0,71000,Automatic,second,Petrol,38.1171305400002,5917.0,2026,11
Maruti Suzuki,Grand Vitara,0.0,1600,Manual,first,Petrol,35.8145467643239,9622.0,2026,11
Honda,Wrv,7.0,50000,Manual,second,Diesel,35.74809514967646,7143.0,2026,11
Maruti Suzuki,Swift,6.0,42175,Automatic,first,Petrol,38.115273339608905,7029.0,2026,10
Toyota,Etios,12.0,115000,Manual,second,Diesel,35.875108769155105,9583.0,2026,11
Audi,Q7,10.0,45000,Automatic,second,Diesel,35.81628372033935,4500.0,2026,11
Honda,Jazz,8.0,168500,Automatic,second,Petrol,35.81454676432293,21062.0,2026,11
Fiat,Punto,12.0,160000,Manual,first,Diesel,35.81454540916854,13333.0,2026,11
Maruti Suzuki,Ciaz,9.0,110000,Manual,second,Diesel,38.11713050216329,12222.0,2026,11
Ford,Endeavour,3.0,23000,Automatic,second,Diesel,38.11886877883426,7667.0,2026,11
Hyundai,I20,12.0,79000,Manual,first,Diesel,38.17944023197044,6583.0,2026,11
Hyundai,Creta,8.0,72000,Automatic,first,Diesel,38.117177678512085,9000.0,2026,11
Toyota,Corolla Altis,8.0,61000,Automatic,second,Petrol,38.11886881330644,7625.0,2026,11
Kia,Seltos,1.0,27000,Automatic,first,Diesel,35.87853120455764,25624.5,2026,11
Toyota,Innova,9.0,98525,Manual,second,Diesel,35.87690070495764,10947.0,2026,10
Maruti Suzuki,Alto-K10,13.0,59000,Manual,first,Petrol,35.81454540916854,4538.0,2026,11
Volkswagen,Ameo,7.0,99000,Manual,first,Diesel,35.814546765313175,14143.0,2026,11
